x,income,type,age
11408,44304,alienAge,15
3587,44300,sponsorAge,34
11658,44300,alienAge,42
3567,44223,sponsorAge,61
11638,44223,alienAge,42
2613,44178.88,sponsorAge,68
10684,44178.88,alienAge,58
3010,44148.65,sponsorAge,25
11081,44148.65,alienAge,24
1574,44135,sponsorAge,54
9645,44135,alienAge,38
1997,44119,sponsorAge,51
10068,44119,alienAge,28
566,44089.63,sponsorAge,29
8637,44089.63,alienAge,29
4948,44072.5,sponsorAge,38
13019,44072.5,alienAge,27
937,44067,sponsorAge,40
9008,44067,alienAge,31
5384,44053.74,sponsorAge,38
13455,44053.74,alienAge,32
497,44025,sponsorAge,56
8568,44025,alienAge,43
9,44000,sponsorAge,48
622,44000,sponsorAge,59
922,44000,sponsorAge,54
1613,44000,sponsorAge,30
2143,44000,sponsorAge,33
3604,44000,sponsorAge,58
4165,44000,sponsorAge,51
4774,44000,sponsorAge,51
5641,44000,sponsorAge,36
8080,44000,alienAge,24
8693,44000,alienAge,48
8993,44000,alienAge,32
9684,44000,alienAge,24
10214,44000,alienAge,35
11675,44000,alienAge,33
12236,44000,alienAge,47
12845,44000,alienAge,28
13712,44000,alienAge,30
401,43945,sponsorAge,32
8472,43945,alienAge,27
6501,43889,sponsorAge,73
14572,43889,alienAge,37
1893,43695.25,sponsorAge,50
9964,43695.25,alienAge,29
3848,43681,sponsorAge,70
11919,43681,alienAge,55
3124,43680,sponsorAge,44
4632,43680,sponsorAge,59
5228,43680,sponsorAge,26
11195,43680,alienAge,36
12703,43680,alienAge,28
13299,43680,alienAge,27
1123,43678,sponsorAge,52
9194,43678,alienAge,33
3626,43677,sponsorAge,53
11697,43677,alienAge,39
1592,43584,sponsorAge,32
9663,43584,alienAge,28
2552,43500,sponsorAge,29
3944,43500,sponsorAge,31
10623,43500,alienAge,30
12015,43500,alienAge,35
3825,43498,sponsorAge,39
11896,43498,alienAge,36
3636,43476,sponsorAge,26
11707,43476,alienAge,29
4597,43473,sponsorAge,55
12668,43473,alienAge,30
1454,43300,sponsorAge,50
2497,43300,sponsorAge,47
9525,43300,alienAge,43
10568,43300,alienAge,40
1742,43290,sponsorAge,50
9813,43290,alienAge,29
4784,43200,sponsorAge,53
12855,43200,alienAge,43
306,43157.48,sponsorAge,35
8377,43157.48,alienAge,36
5302,43128,sponsorAge,34
13373,43128,alienAge,33
2900,43125,sponsorAge,35
10971,43125,alienAge,27
2321,43056.25,sponsorAge,25
10392,43056.25,alienAge,24
2322,43051,sponsorAge,47
10393,43051,alienAge,24
1095,43036,sponsorAge,33
9166,43036,alienAge,28
1934,43015,sponsorAge,40
10005,43015,alienAge,32
1262,43000,sponsorAge,64
1990,43000,sponsorAge,24
3484,43000,sponsorAge,42
3546,43000,sponsorAge,21
3996,43000,sponsorAge,36
5532,43000,sponsorAge,39
5755,43000,sponsorAge,24
5924,43000,sponsorAge,46
9333,43000,alienAge,54
10061,43000,alienAge,22
11555,43000,alienAge,30
11617,43000,alienAge,28
12067,43000,alienAge,30
13603,43000,alienAge,34
13826,43000,alienAge,32
13995,43000,alienAge,24
402,42915,sponsorAge,58
8473,42915,alienAge,29
5102,42903,sponsorAge,29
13173,42903,alienAge,28
3570,42760,sponsorAge,43
11641,42760,alienAge,44
3357,42671.14,sponsorAge,54
11428,42671.14,alienAge,35
5246,42640,sponsorAge,42
13317,42640,alienAge,33
3858,42629,sponsorAge,69
11929,42629,alienAge,57
3800,42628,sponsorAge,30
11871,42628,alienAge,32
4769,42582,sponsorAge,49
12840,42582,alienAge,31
1249,42500,sponsorAge,37
4214,42500,sponsorAge,49
9320,42500,alienAge,35
12285,42500,alienAge,24
7771,42489,sponsorAge,38
15842,42489,alienAge,39
3011,42480,sponsorAge,52
11082,42480,alienAge,33
6732,42463,sponsorAge,34
14803,42463,alienAge,21
6499,42432,sponsorAge,26
14570,42432,alienAge,21
7552,42300,sponsorAge,61
15623,42300,alienAge,28
4210,42159,sponsorAge,47
12281,42159,alienAge,36
5768,42120,sponsorAge,34
13839,42120,alienAge,22
1361,42110,sponsorAge,43
9432,42110,alienAge,25
2177,42065,sponsorAge,59
10248,42065,alienAge,42
4023,42035,sponsorAge,28
12094,42035,alienAge,21
6407,42023,sponsorAge,35
14478,42023,alienAge,18
6459,42015,sponsorAge,47
14530,42015,alienAge,22
811,42000,sponsorAge,32
1176,42000,sponsorAge,30
1758,42000,sponsorAge,57
1766,42000,sponsorAge,38
1882,42000,sponsorAge,27
2079,42000,sponsorAge,45
2184,42000,sponsorAge,49
3236,42000,sponsorAge,25
3673,42000,sponsorAge,31
4603,42000,sponsorAge,25
4660,42000,sponsorAge,66
4748,42000,sponsorAge,51
4800,42000,sponsorAge,49
5468,42000,sponsorAge,29
6087,42000,sponsorAge,50
7115,42000,sponsorAge,50
7157,42000,sponsorAge,31
8882,42000,alienAge,30
9247,42000,alienAge,31
9829,42000,alienAge,22
9837,42000,alienAge,31
9953,42000,alienAge,25
10150,42000,alienAge,32
10255,42000,alienAge,23
11307,42000,alienAge,21
11744,42000,alienAge,29
12674,42000,alienAge,27
12731,42000,alienAge,40
12819,42000,alienAge,27
12871,42000,alienAge,34
13539,42000,alienAge,21
14158,42000,alienAge,32
15186,42000,alienAge,34
15228,42000,alienAge,23
6074,41994,sponsorAge,38
14145,41994,alienAge,32
3100,41891.2,sponsorAge,36
11171,41891.2,alienAge,23
3883,41828.8,sponsorAge,27
11954,41828.8,alienAge,22
5334,41815.32,sponsorAge,62
13405,41815.32,alienAge,25
4951,41809.8,sponsorAge,74
4952,41809.8,sponsorAge,74
13022,41809.8,alienAge,52
13023,41809.8,alienAge,52
420,41800,sponsorAge,42
8491,41800,alienAge,39
6333,41792,sponsorAge,59
14404,41792,alienAge,26
3044,41788,sponsorAge,74
11115,41788,alienAge,49
3354,41760,sponsorAge,35
11425,41760,alienAge,26
6040,41734,sponsorAge,50
14111,41734,alienAge,38
1468,41714,sponsorAge,49
9539,41714,alienAge,35
3605,41711,sponsorAge,29
11676,41711,alienAge,24
547,41700,sponsorAge,55
8618,41700,alienAge,29
3619,41600.83,sponsorAge,69
11690,41600.83,alienAge,34
3471,41600,sponsorAge,52
3695,41600,sponsorAge,41
3978,41600,sponsorAge,0
3994,41600,sponsorAge,38
4220,41600,sponsorAge,31
5045,41600,sponsorAge,30
5435,41600,sponsorAge,25
5613,41600,sponsorAge,27
6030,41600,sponsorAge,26
11542,41600,alienAge,47
11766,41600,alienAge,38
12049,41600,alienAge,29
12065,41600,alienAge,25
12291,41600,alienAge,32
13116,41600,alienAge,28
13506,41600,alienAge,23
13684,41600,alienAge,27
14101,41600,alienAge,25
4788,41547.56,sponsorAge,32
12859,41547.56,alienAge,35
3183,41491,sponsorAge,47
11254,41491,alienAge,41
1464,41408,sponsorAge,37
9535,41408,alienAge,36
3489,41405,sponsorAge,27
3490,41405,sponsorAge,27
3491,41405,sponsorAge,27
11560,41405,alienAge,25
11561,41405,alienAge,25
11562,41405,alienAge,25
4924,41329,sponsorAge,50
12995,41329,alienAge,27
3544,41322.51,sponsorAge,35
11615,41322.51,alienAge,30
5090,41302,sponsorAge,44
13161,41302,alienAge,50
5600,41241.67,sponsorAge,57
13671,41241.67,alienAge,65
5863,41200,sponsorAge,26
13934,41200,alienAge,28
302,41186,sponsorAge,62
8373,41186,alienAge,27
813,41176,sponsorAge,33
8884,41176,alienAge,24
1268,41132.82,sponsorAge,56
9339,41132.82,alienAge,47
4863,41064,sponsorAge,49
12934,41064,alienAge,42
978,41048,sponsorAge,50
9049,41048,alienAge,35
3840,41040,sponsorAge,57
11911,41040,alienAge,42
352,41030,sponsorAge,65
8423,41030,alienAge,39
55,41000,sponsorAge,52
3147,41000,sponsorAge,47
4949,41000,sponsorAge,24
6294,41000,sponsorAge,68
8126,41000,alienAge,18
11218,41000,alienAge,30
13020,41000,alienAge,23
14365,41000,alienAge,51
3359,40946,sponsorAge,34
11430,40946,alienAge,42
4880,40875,sponsorAge,50
12951,40875,alienAge,43
2242,40844,sponsorAge,74
10313,40844,alienAge,24
1080,40830,sponsorAge,56
9151,40830,alienAge,35
2968,40800,sponsorAge,67
11039,40800,alienAge,33
1852,40768,sponsorAge,46
9923,40768,alienAge,39
1238,40744,sponsorAge,46
9309,40744,alienAge,25
4318,40740,sponsorAge,35
12389,40740,alienAge,29
121,40737,sponsorAge,32
8192,40737,alienAge,39
3937,40624.83,sponsorAge,52
12008,40624.83,alienAge,27
1972,40560,sponsorAge,50
10043,40560,alienAge,43
2710,40528,sponsorAge,38
10781,40528,alienAge,28
587,40500,sponsorAge,39
8658,40500,alienAge,38
377,40445.44,sponsorAge,48
8448,40445.44,alienAge,40
3687,40399,sponsorAge,29
11758,40399,alienAge,26
3862,40320,sponsorAge,31
11933,40320,alienAge,30
3019,40271.77,sponsorAge,36
11090,40271.77,alienAge,26
4697,40261,sponsorAge,52
12768,40261,alienAge,22
1830,40255,sponsorAge,36
9901,40255,alienAge,32
782,40237,sponsorAge,52
8853,40237,alienAge,48
2416,40220.43,sponsorAge,32
10487,40220.43,alienAge,30
4146,40210.5,sponsorAge,50
12217,40210.5,alienAge,24
4885,40174,sponsorAge,24
12956,40174,alienAge,23
6017,40081.98,sponsorAge,41
14088,40081.98,alienAge,38
3582,40073.28,sponsorAge,72
11653,40073.28,alienAge,49
4484,40061,sponsorAge,47
12555,40061,alienAge,40
597,40056.09,sponsorAge,21
8668,40056.09,alienAge,26
4322,40017,sponsorAge,36
12393,40017,alienAge,26
254,40000,sponsorAge,59
256,40000,sponsorAge,51
291,40000,sponsorAge,41
396,40000,sponsorAge,47
433,40000,sponsorAge,69
591,40000,sponsorAge,52
758,40000,sponsorAge,35
790,40000,sponsorAge,30
1051,40000,sponsorAge,56
1067,40000,sponsorAge,57
1166,40000,sponsorAge,65
1199,40000,sponsorAge,41
1204,40000,sponsorAge,37
1221,40000,sponsorAge,47
1265,40000,sponsorAge,26
1282,40000,sponsorAge,54
1299,40000,sponsorAge,58
1406,40000,sponsorAge,42
1538,40000,sponsorAge,28
1708,40000,sponsorAge,47
1870,40000,sponsorAge,62
2011,40000,sponsorAge,67
2026,40000,sponsorAge,39
2141,40000,sponsorAge,37
2288,40000,sponsorAge,22
2314,40000,sponsorAge,59
2376,40000,sponsorAge,45
2392,40000,sponsorAge,54
2428,40000,sponsorAge,60
2548,40000,sponsorAge,54
2551,40000,sponsorAge,50
2633,40000,sponsorAge,32
2851,40000,sponsorAge,57
2945,40000,sponsorAge,35
3159,40000,sponsorAge,40
3163,40000,sponsorAge,58
3652,40000,sponsorAge,25
3795,40000,sponsorAge,73
3909,40000,sponsorAge,38
4055,40000,sponsorAge,40
4089,40000,sponsorAge,27
4137,40000,sponsorAge,26
4421,40000,sponsorAge,45
4494,40000,sponsorAge,34
4654,40000,sponsorAge,37
4712,40000,sponsorAge,28
4776,40000,sponsorAge,31
4972,40000,sponsorAge,38
4995,40000,sponsorAge,72
5327,40000,sponsorAge,28
5359,40000,sponsorAge,34
5458,40000,sponsorAge,0
5658,40000,sponsorAge,27
5718,40000,sponsorAge,52
5814,40000,sponsorAge,43
6016,40000,sponsorAge,28
6643,40000,sponsorAge,46
7969,40000,sponsorAge,25
8325,40000,alienAge,47
8327,40000,alienAge,24
8362,40000,alienAge,28
8467,40000,alienAge,22
8504,40000,alienAge,47
8662,40000,alienAge,29
8829,40000,alienAge,27
8861,40000,alienAge,23
9122,40000,alienAge,37
9138,40000,alienAge,32
9237,40000,alienAge,45
9270,40000,alienAge,29
9275,40000,alienAge,26
9292,40000,alienAge,21
9336,40000,alienAge,23
9353,40000,alienAge,46
9370,40000,alienAge,28
9477,40000,alienAge,29
9609,40000,alienAge,29
9779,40000,alienAge,31
9941,40000,alienAge,56
10082,40000,alienAge,27
10097,40000,alienAge,33
10212,40000,alienAge,36
10359,40000,alienAge,20
10385,40000,alienAge,34
10447,40000,alienAge,27
10463,40000,alienAge,30
10499,40000,alienAge,31
10619,40000,alienAge,41
10622,40000,alienAge,30
10704,40000,alienAge,37
10922,40000,alienAge,23
11016,40000,alienAge,39
11230,40000,alienAge,21
11234,40000,alienAge,37
11723,40000,alienAge,26
11866,40000,alienAge,43
11980,40000,alienAge,36
12126,40000,alienAge,30
12160,40000,alienAge,26
12208,40000,alienAge,18
12492,40000,alienAge,21
12565,40000,alienAge,21
12725,40000,alienAge,35
12783,40000,alienAge,20
12847,40000,alienAge,25
13043,40000,alienAge,22
13066,40000,alienAge,30
13398,40000,alienAge,24
13430,40000,alienAge,23
13529,40000,alienAge,0
13729,40000,alienAge,27
13789,40000,alienAge,31
13885,40000,alienAge,30
14087,40000,alienAge,23
14714,40000,alienAge,31
16040,40000,alienAge,21
4840,39926.85,sponsorAge,42
12911,39926.85,alienAge,41
79,39888,sponsorAge,65
8150,39888,alienAge,34
791,39798,sponsorAge,43
8862,39798,alienAge,23
6230,39726,sponsorAge,36
14301,39726,alienAge,33
2465,39629,sponsorAge,59
10536,39629,alienAge,39
6193,39600,sponsorAge,53
14264,39600,alienAge,42
327,39549,sponsorAge,42
8398,39549,alienAge,26
6670,39541.54,sponsorAge,44
14741,39541.54,alienAge,46
4169,39527.8,sponsorAge,51
12240,39527.8,alienAge,19
5912,39527.28,sponsorAge,21
13983,39527.28,alienAge,21
3315,39520,sponsorAge,45
3318,39520,sponsorAge,52
11386,39520,alienAge,43
11389,39520,alienAge,31
1171,39514,sponsorAge,30
9242,39514,alienAge,26
4344,39442,sponsorAge,29
12415,39442,alienAge,20
2162,39426,sponsorAge,56
10233,39426,alienAge,21
5788,39400,sponsorAge,24
13859,39400,alienAge,23
4028,39363,sponsorAge,33
12099,39363,alienAge,28
5165,39310.08,sponsorAge,52
13236,39310.08,alienAge,29
2612,39300,sponsorAge,58
10683,39300,alienAge,24
3263,39286,sponsorAge,34
11334,39286,alienAge,32
4921,39267,sponsorAge,57
12992,39267,alienAge,31
3036,39200,sponsorAge,35
11107,39200,alienAge,37
2017,39171,sponsorAge,60
10088,39171,alienAge,44
4114,39049.2,sponsorAge,24
12185,39049.2,alienAge,24
3571,39041,sponsorAge,59
11642,39041,alienAge,31
936,39000,sponsorAge,29
962,39000,sponsorAge,48
981,39000,sponsorAge,36
1133,39000,sponsorAge,27
3738,39000,sponsorAge,44
4093,39000,sponsorAge,58
4120,39000,sponsorAge,30
4332,39000,sponsorAge,48
5148,39000,sponsorAge,30
6307,39000,sponsorAge,27
9007,39000,alienAge,24
9033,39000,alienAge,32
9052,39000,alienAge,28
9204,39000,alienAge,29
11809,39000,alienAge,33
12164,39000,alienAge,38
12191,39000,alienAge,26
12403,39000,alienAge,38
13219,39000,alienAge,40
14378,39000,alienAge,23
6475,38977,sponsorAge,42
14546,38977,alienAge,24
5612,38965,sponsorAge,61
13683,38965,alienAge,42
1475,38950,sponsorAge,24
9546,38950,alienAge,27
2614,38895,sponsorAge,61
10685,38895,alienAge,28
419,38894,sponsorAge,51
8490,38894,alienAge,25
2113,38724,sponsorAge,64
10184,38724,alienAge,23
3005,38672,sponsorAge,29
11076,38672,alienAge,26
4961,38669,sponsorAge,64
13032,38669,alienAge,29
1703,38660,sponsorAge,33
9774,38660,alienAge,28
1442,38659,sponsorAge,42
9513,38659,alienAge,38
3045,38589,sponsorAge,39
11116,38589,alienAge,27
5281,38504,sponsorAge,24
13352,38504,alienAge,26
3677,38500,sponsorAge,44
4804,38500,sponsorAge,30
11748,38500,alienAge,37
12875,38500,alienAge,29
7424,38489,sponsorAge,66
15495,38489,alienAge,33
227,38480,sponsorAge,58
8298,38480,alienAge,19
6190,38412,sponsorAge,58
14261,38412,alienAge,25
3943,38400,sponsorAge,27
12014,38400,alienAge,27
6305,38365,sponsorAge,41
14376,38365,alienAge,32
6207,38300,sponsorAge,55
14278,38300,alienAge,40
274,38263.44,sponsorAge,44
8345,38263.44,alienAge,27
1057,38242,sponsorAge,33
9128,38242,alienAge,27
6138,38230.4,sponsorAge,26
14209,38230.4,alienAge,24
4797,38210,sponsorAge,41
12868,38210,alienAge,43
1797,38200,sponsorAge,61
9868,38200,alienAge,57
3975,38166,sponsorAge,30
12046,38166,alienAge,24
3680,38160,sponsorAge,44
11751,38160,alienAge,38
5503,38011,sponsorAge,22
13574,38011,alienAge,23
2153,38000,sponsorAge,53
2958,38000,sponsorAge,56
3724,38000,sponsorAge,39
3753,38000,sponsorAge,48
4218,38000,sponsorAge,39
4378,38000,sponsorAge,37
5538,38000,sponsorAge,65
6361,38000,sponsorAge,40
10224,38000,alienAge,44
11029,38000,alienAge,27
11795,38000,alienAge,28
11824,38000,alienAge,23
12289,38000,alienAge,27
12449,38000,alienAge,35
13609,38000,alienAge,35
14432,38000,alienAge,28
1753,37979.25,sponsorAge,62
9824,37979.25,alienAge,36
5536,37960,sponsorAge,43
13607,37960,alienAge,30
1662,37893,sponsorAge,27
9733,37893,alienAge,25
3892,37847.44,sponsorAge,46
11963,37847.44,alienAge,32
1600,37800,sponsorAge,30
5144,37800,sponsorAge,67
9671,37800,alienAge,23
13215,37800,alienAge,55
3153,37731.2,sponsorAge,23
11224,37731.2,alienAge,21
2010,37731,sponsorAge,22
10081,37731,alienAge,25
4552,37727.28,sponsorAge,59
12623,37727.28,alienAge,36
2159,37631.91,sponsorAge,42
10230,37631.91,alienAge,29
2347,37616.28,sponsorAge,48
10418,37616.28,alienAge,28
3949,37500,sponsorAge,29
5083,37500,sponsorAge,49
12020,37500,alienAge,23
13154,37500,alienAge,31
5795,37492,sponsorAge,46
13866,37492,alienAge,38
1097,37440,sponsorAge,45
1157,37440,sponsorAge,47
1165,37440,sponsorAge,45
1765,37440,sponsorAge,54
3905,37440,sponsorAge,40
9168,37440,alienAge,32
9228,37440,alienAge,27
9236,37440,alienAge,39
9836,37440,alienAge,37
11976,37440,alienAge,27
1069,37215,sponsorAge,53
9140,37215,alienAge,20
1084,37200,sponsorAge,65
9155,37200,alienAge,51
2255,37152,sponsorAge,30
10326,37152,alienAge,20
4192,37134,sponsorAge,50
12263,37134,alienAge,32
2344,37100,sponsorAge,31
10415,37100,alienAge,27
1311,37000,sponsorAge,47
4281,37000,sponsorAge,28
5192,37000,sponsorAge,29
5374,37000,sponsorAge,49
5637,37000,sponsorAge,48
9382,37000,alienAge,34
12352,37000,alienAge,27
13263,37000,alienAge,36
13445,37000,alienAge,40
13708,37000,alienAge,47
6374,36919,sponsorAge,64
14445,36919,alienAge,20
5986,36908,sponsorAge,39
14057,36908,alienAge,31
2788,36877,sponsorAge,59
10859,36877,alienAge,20
1634,36876.36,sponsorAge,52
9705,36876.36,alienAge,31
5174,36783,sponsorAge,66
13245,36783,alienAge,31
5096,36771,sponsorAge,35
13167,36771,alienAge,28
1312,36757.97,sponsorAge,53
9383,36757.97,alienAge,35
7428,36752,sponsorAge,38
15499,36752,alienAge,26
5737,36720,sponsorAge,23
13808,36720,alienAge,20
2128,36718,sponsorAge,31
10199,36718,alienAge,21
4357,36685.56,sponsorAge,60
12428,36685.56,alienAge,35
5885,36618,sponsorAge,43
13956,36618,alienAge,33
1970,36608,sponsorAge,45
10041,36608,alienAge,32
1949,36429,sponsorAge,51
10020,36429,alienAge,31
2163,36425.4,sponsorAge,67
10234,36425.4,alienAge,43
607,36414,sponsorAge,52
8678,36414,alienAge,28
5130,36408,sponsorAge,28
13201,36408,alienAge,29
2186,36400,sponsorAge,33
3933,36400,sponsorAge,52
10257,36400,alienAge,28
12004,36400,alienAge,34
4153,36336,sponsorAge,56
12224,36336,alienAge,41
3997,36322,sponsorAge,26
12068,36322,alienAge,28
5713,36250,sponsorAge,40
13784,36250,alienAge,20
5555,36233,sponsorAge,41
13626,36233,alienAge,37
5444,36231,sponsorAge,32
13515,36231,alienAge,25
6425,36218,sponsorAge,45
14496,36218,alienAge,47
5626,36208,sponsorAge,55
13697,36208,alienAge,26
1179,36156.3,sponsorAge,38
9250,36156.3,alienAge,19
4366,36074,sponsorAge,46
12437,36074,alienAge,29
3688,36059.55,sponsorAge,31
11759,36059.55,alienAge,31
1563,36042.23,sponsorAge,45
9634,36042.23,alienAge,32
188,36000,sponsorAge,48
711,36000,sponsorAge,44
715,36000,sponsorAge,44
855,36000,sponsorAge,52
1323,36000,sponsorAge,54
2408,36000,sponsorAge,27
2547,36000,sponsorAge,49
2676,36000,sponsorAge,39
2805,36000,sponsorAge,32
2854,36000,sponsorAge,44
3213,36000,sponsorAge,23
3807,36000,sponsorAge,24
4592,36000,sponsorAge,54
4926,36000,sponsorAge,27
7188,36000,sponsorAge,51
7378,36000,sponsorAge,22
8259,36000,alienAge,44
8782,36000,alienAge,45
8786,36000,alienAge,37
8926,36000,alienAge,45
9394,36000,alienAge,45
10479,36000,alienAge,27
10618,36000,alienAge,39
10747,36000,alienAge,35
10876,36000,alienAge,32
10925,36000,alienAge,36
11284,36000,alienAge,24
11878,36000,alienAge,22
12663,36000,alienAge,25
12997,36000,alienAge,25
15259,36000,alienAge,42
15449,36000,alienAge,21
5323,35917,sponsorAge,48
13394,35917,alienAge,31
1552,35896,sponsorAge,75
9623,35896,alienAge,39
7575,35894,sponsorAge,52
15646,35894,alienAge,23
3084,35715.96,sponsorAge,60
11155,35715.96,alienAge,61
7642,35686.32,sponsorAge,31
15713,35686.32,alienAge,26
1665,35658.48,sponsorAge,34
9736,35658.48,alienAge,23
1490,35612.44,sponsorAge,33
9561,35612.44,alienAge,31
4118,35520,sponsorAge,28
12189,35520,alienAge,29
3090,35505.6,sponsorAge,28
11161,35505.6,alienAge,28
920,35441,sponsorAge,31
8991,35441,alienAge,35
1501,35403,sponsorAge,60
9572,35403,alienAge,44
4473,35371,sponsorAge,65
12544,35371,alienAge,43
7090,35360,sponsorAge,27
15161,35360,alienAge,24
4445,35337,sponsorAge,49
12516,35337,alienAge,44
3983,35328,sponsorAge,28
12054,35328,alienAge,26
6445,35010.25,sponsorAge,33
14516,35010.25,alienAge,23
29,35000,sponsorAge,53
485,35000,sponsorAge,46
1009,35000,sponsorAge,32
1293,35000,sponsorAge,20
1358,35000,sponsorAge,71
1384,35000,sponsorAge,58
1467,35000,sponsorAge,36
1493,35000,sponsorAge,37
1554,35000,sponsorAge,55
2086,35000,sponsorAge,46
2269,35000,sponsorAge,48
2303,35000,sponsorAge,36
2667,35000,sponsorAge,53
2729,35000,sponsorAge,27
3113,35000,sponsorAge,67
3360,35000,sponsorAge,38
3364,35000,sponsorAge,48
3379,35000,sponsorAge,43
3574,35000,sponsorAge,57
3792,35000,sponsorAge,48
3797,35000,sponsorAge,33
3833,35000,sponsorAge,26
3874,35000,sponsorAge,39
4040,35000,sponsorAge,45
4175,35000,sponsorAge,25
4665,35000,sponsorAge,39
4775,35000,sponsorAge,55
4805,35000,sponsorAge,22
5005,35000,sponsorAge,48
5103,35000,sponsorAge,45
5235,35000,sponsorAge,48
5272,35000,sponsorAge,41
5509,35000,sponsorAge,20
5616,35000,sponsorAge,25
6096,35000,sponsorAge,28
6225,35000,sponsorAge,25
6686,35000,sponsorAge,49
6689,35000,sponsorAge,63
8100,35000,alienAge,32
8556,35000,alienAge,37
9080,35000,alienAge,28
9364,35000,alienAge,22
9429,35000,alienAge,51
9455,35000,alienAge,52
9538,35000,alienAge,23
9564,35000,alienAge,21
9625,35000,alienAge,29
10157,35000,alienAge,44
10340,35000,alienAge,31
10374,35000,alienAge,29
10738,35000,alienAge,33
10800,35000,alienAge,34
11184,35000,alienAge,54
11431,35000,alienAge,37
11435,35000,alienAge,34
11450,35000,alienAge,34
11645,35000,alienAge,38
11863,35000,alienAge,36
11868,35000,alienAge,26
11904,35000,alienAge,25
11945,35000,alienAge,26
12111,35000,alienAge,38
12246,35000,alienAge,23
12736,35000,alienAge,41
12846,35000,alienAge,33
12876,35000,alienAge,20
13076,35000,alienAge,31
13174,35000,alienAge,23
13306,35000,alienAge,21
13343,35000,alienAge,31
13580,35000,alienAge,23
13687,35000,alienAge,26
14167,35000,alienAge,26
14296,35000,alienAge,24
14757,35000,alienAge,35
14760,35000,alienAge,39
2048,34992.6,sponsorAge,27
10119,34992.6,alienAge,33
1887,34986.6,sponsorAge,50
9958,34986.6,alienAge,40
5724,34944,sponsorAge,28
13795,34944,alienAge,27
3252,34937,sponsorAge,31
11323,34937,alienAge,27
5570,34836.3,sponsorAge,31
13641,34836.3,alienAge,35
926,34815,sponsorAge,61
8997,34815,alienAge,50
2289,34810,sponsorAge,37
10360,34810,alienAge,27
6818,34683,sponsorAge,24
14889,34683,alienAge,24
6024,34639,sponsorAge,48
14095,34639,alienAge,24
464,34608,sponsorAge,46
8535,34608,alienAge,37
2774,34500,sponsorAge,52
10845,34500,alienAge,31
4682,34392,sponsorAge,64
12753,34392,alienAge,26
5245,34322,sponsorAge,62
13316,34322,alienAge,34
4707,34320,sponsorAge,32
12778,34320,alienAge,31
912,34279,sponsorAge,28
8983,34279,alienAge,31
7910,34266,sponsorAge,27
15981,34266,alienAge,26
5945,34200,sponsorAge,22
14016,34200,alienAge,23
5040,34188,sponsorAge,51
13111,34188,alienAge,23
3839,34185,sponsorAge,41
11910,34185,alienAge,32
1102,34169.64,sponsorAge,70
9173,34169.64,alienAge,57
6393,34134.06,sponsorAge,45
14464,34134.06,alienAge,28
6640,34132,sponsorAge,37
14711,34132,alienAge,28
143,34000,sponsorAge,36
240,34000,sponsorAge,39
1117,34000,sponsorAge,38
1298,34000,sponsorAge,30
1802,34000,sponsorAge,30
1921,34000,sponsorAge,64
5098,34000,sponsorAge,79
5275,34000,sponsorAge,39
6534,34000,sponsorAge,34
8214,34000,alienAge,28
8311,34000,alienAge,28
9188,34000,alienAge,38
9369,34000,alienAge,24
9873,34000,alienAge,33
9992,34000,alienAge,34
13169,34000,alienAge,32
13346,34000,alienAge,29
14605,34000,alienAge,31
553,33974,sponsorAge,44
8624,33974,alienAge,28
4906,33895.08,sponsorAge,20
12977,33895.08,alienAge,20
2285,33883.2,sponsorAge,39
10356,33883.2,alienAge,22
3916,33867,sponsorAge,39
11987,33867,alienAge,28
2750,33809.96,sponsorAge,26
10821,33809.96,alienAge,21
2498,33800,sponsorAge,18
10569,33800,alienAge,27
1273,33760,sponsorAge,41
9344,33760,alienAge,20
1332,33744,sponsorAge,65
9403,33744,alienAge,32
1911,33704,sponsorAge,68
9982,33704,alienAge,28
96,33700,sponsorAge,51
8167,33700,alienAge,21
6108,33689,sponsorAge,38
14179,33689,alienAge,27
3312,33600,sponsorAge,25
7522,33600,sponsorAge,52
11383,33600,alienAge,25
15593,33600,alienAge,61
3216,33502.64,sponsorAge,43
11287,33502.64,alienAge,39
4831,33500,sponsorAge,34
12902,33500,alienAge,31
4050,33488,sponsorAge,59
12121,33488,alienAge,47
1577,33360,sponsorAge,56
9648,33360,alienAge,49
1473,33347,sponsorAge,56
9544,33347,alienAge,39
777,33280,sponsorAge,59
904,33280,sponsorAge,30
5182,33280,sponsorAge,32
6066,33280,sponsorAge,57
8848,33280,alienAge,44
8975,33280,alienAge,32
13253,33280,alienAge,30
14137,33280,alienAge,41
1340,33196,sponsorAge,50
9411,33196,alienAge,29
355,33170,sponsorAge,51
8426,33170,alienAge,38
1762,33147,sponsorAge,77
9833,33147,alienAge,25
1153,33106.8,sponsorAge,47
9224,33106.8,alienAge,25
2708,33099,sponsorAge,38
10779,33099,alienAge,35
4044,33065,sponsorAge,37
12115,33065,alienAge,21
2261,33015,sponsorAge,33
10332,33015,alienAge,29
529,33000,sponsorAge,41
581,33000,sponsorAge,55
884,33000,sponsorAge,28
969,33000,sponsorAge,27
2592,33000,sponsorAge,29
3034,33000,sponsorAge,20
4962,33000,sponsorAge,52
5224,33000,sponsorAge,29
5484,33000,sponsorAge,28
5742,33000,sponsorAge,34
5973,33000,sponsorAge,33
6154,33000,sponsorAge,34
8600,33000,alienAge,27
