x,income,type,age
3033,,sponsorAge,70
3037,,sponsorAge,41
3038,,sponsorAge,48
3039,,sponsorAge,24
3040,,sponsorAge,18
3042,,sponsorAge,67
3043,,sponsorAge,53
3050,,sponsorAge,22
3052,,sponsorAge,57
3054,,sponsorAge,60
3055,,sponsorAge,48
3056,,sponsorAge,21
3057,,sponsorAge,58
3059,,sponsorAge,47
3060,,sponsorAge,44
3061,,sponsorAge,33
3062,,sponsorAge,49
3064,,sponsorAge,35
3065,,sponsorAge,37
3066,,sponsorAge,50
3067,,sponsorAge,37
3069,,sponsorAge,41
3070,,sponsorAge,25
3072,,sponsorAge,27
3074,,sponsorAge,48
3075,,sponsorAge,44
3076,,sponsorAge,75
3077,,sponsorAge,56
3078,,sponsorAge,25
3079,,sponsorAge,47
3087,,sponsorAge,35
3088,,sponsorAge,66
3091,,sponsorAge,30
3092,,sponsorAge,35
3093,,sponsorAge,25
3094,,sponsorAge,23
3095,,sponsorAge,50
3096,,sponsorAge,25
3101,,sponsorAge,41
3103,,sponsorAge,26
3105,,sponsorAge,69
3106,,sponsorAge,39
3107,,sponsorAge,67
3110,,sponsorAge,28
3111,,sponsorAge,43
3114,,sponsorAge,31
3115,,sponsorAge,40
3116,,sponsorAge,27
3118,,sponsorAge,25
3120,,sponsorAge,25
3121,,sponsorAge,66
3122,,sponsorAge,19
3123,,sponsorAge,58
3125,,sponsorAge,19
3126,,sponsorAge,44
3127,,sponsorAge,28
3129,,sponsorAge,49
3130,,sponsorAge,42
3131,,sponsorAge,44
3132,,sponsorAge,48
3134,,sponsorAge,29
3136,,sponsorAge,28
3138,,sponsorAge,25
3146,,sponsorAge,55
3148,,sponsorAge,29
3150,,sponsorAge,42
3151,,sponsorAge,44
3152,,sponsorAge,70
3156,,sponsorAge,38
3158,,sponsorAge,27
3160,,sponsorAge,49
3161,,sponsorAge,54
3162,,sponsorAge,32
3164,,sponsorAge,52
3166,,sponsorAge,54
3167,,sponsorAge,36
3168,,sponsorAge,31
3169,,sponsorAge,38
3170,,sponsorAge,34
3171,,sponsorAge,37
3172,,sponsorAge,31
3173,,sponsorAge,36
3174,,sponsorAge,51
3177,,sponsorAge,64
3178,,sponsorAge,36
3179,,sponsorAge,36
3182,,sponsorAge,33
3184,,sponsorAge,47
3185,,sponsorAge,58
3186,,sponsorAge,37
3187,,sponsorAge,52
3188,,sponsorAge,30
3190,,sponsorAge,41
3191,,sponsorAge,58
3192,,sponsorAge,31
3193,,sponsorAge,49
3198,,sponsorAge,58
3202,,sponsorAge,53
3204,,sponsorAge,35
3205,,sponsorAge,54
3206,,sponsorAge,41
3210,,sponsorAge,32
3211,,sponsorAge,51
3212,,sponsorAge,29
3214,,sponsorAge,28
3215,,sponsorAge,25
3217,,sponsorAge,30
3218,,sponsorAge,62
3221,,sponsorAge,59
3222,,sponsorAge,28
3223,,sponsorAge,45
3224,,sponsorAge,69
3225,,sponsorAge,41
3226,,sponsorAge,70
3227,,sponsorAge,39
3228,,sponsorAge,62
3229,,sponsorAge,33
3230,,sponsorAge,53
3235,,sponsorAge,51
3238,,sponsorAge,24
3239,,sponsorAge,49
3240,,sponsorAge,57
3242,,sponsorAge,40
3243,,sponsorAge,27
3245,,sponsorAge,46
3246,,sponsorAge,59
3247,,sponsorAge,39
3248,,sponsorAge,51
3249,,sponsorAge,47
3250,,sponsorAge,29
3253,,sponsorAge,27
3254,,sponsorAge,33
3255,,sponsorAge,55
3260,,sponsorAge,52
3261,,sponsorAge,33
3262,,sponsorAge,47
3264,,sponsorAge,25
3266,,sponsorAge,37
3269,,sponsorAge,48
3270,,sponsorAge,28
3271,,sponsorAge,47
3272,,sponsorAge,57
3273,,sponsorAge,35
3274,,sponsorAge,36
3276,,sponsorAge,29
3277,,sponsorAge,35
3278,,sponsorAge,30
3280,,sponsorAge,54
3284,,sponsorAge,55
3285,,sponsorAge,38
3286,,sponsorAge,28
3287,,sponsorAge,43
3289,,sponsorAge,67
3290,,sponsorAge,61
3291,,sponsorAge,31
3292,,sponsorAge,25
3293,,sponsorAge,65
3294,,sponsorAge,30
3295,,sponsorAge,18
3298,,sponsorAge,44
3300,,sponsorAge,47
3301,,sponsorAge,37
3302,,sponsorAge,43
3303,,sponsorAge,26
3304,,sponsorAge,75
3307,,sponsorAge,24
3310,,sponsorAge,39
3311,,sponsorAge,47
3313,,sponsorAge,22
3314,,sponsorAge,49
3316,,sponsorAge,42
3319,,sponsorAge,23
3321,,sponsorAge,51
3322,,sponsorAge,48
3323,,sponsorAge,53
3325,,sponsorAge,28
3329,,sponsorAge,44
3330,,sponsorAge,18
3331,,sponsorAge,25
3333,,sponsorAge,36
3335,,sponsorAge,48
3336,,sponsorAge,50
3339,,sponsorAge,25
3341,,sponsorAge,39
3342,,sponsorAge,51
3345,,sponsorAge,45
3346,,sponsorAge,39
3347,,sponsorAge,36
3348,,sponsorAge,63
3350,,sponsorAge,34
3351,,sponsorAge,34
3352,,sponsorAge,51
3353,,sponsorAge,39
3356,,sponsorAge,52
3358,,sponsorAge,52
3362,,sponsorAge,35
3365,,sponsorAge,43
3367,,sponsorAge,23
3369,,sponsorAge,48
3372,,sponsorAge,70
3375,,sponsorAge,47
3377,,sponsorAge,32
3380,,sponsorAge,50
3382,,sponsorAge,41
3384,,sponsorAge,53
3386,,sponsorAge,51
3387,,sponsorAge,51
3388,,sponsorAge,51
3389,,sponsorAge,51
3390,,sponsorAge,51
3391,,sponsorAge,51
3392,,sponsorAge,51
3393,,sponsorAge,51
3394,,sponsorAge,51
3395,,sponsorAge,51
3396,,sponsorAge,51
3397,,sponsorAge,51
3398,,sponsorAge,51
3399,,sponsorAge,51
3400,,sponsorAge,51
3401,,sponsorAge,51
3402,,sponsorAge,51
3403,,sponsorAge,51
3404,,sponsorAge,51
3405,,sponsorAge,51
3406,,sponsorAge,51
3407,,sponsorAge,51
3408,,sponsorAge,51
3409,,sponsorAge,51
3410,,sponsorAge,51
3411,,sponsorAge,51
3412,,sponsorAge,51
3413,,sponsorAge,51
3414,,sponsorAge,51
3415,,sponsorAge,51
3416,,sponsorAge,51
3417,,sponsorAge,51
3418,,sponsorAge,51
3419,,sponsorAge,51
3420,,sponsorAge,51
3421,,sponsorAge,51
3422,,sponsorAge,51
3423,,sponsorAge,51
3424,,sponsorAge,51
3425,,sponsorAge,51
3426,,sponsorAge,51
3427,,sponsorAge,51
3428,,sponsorAge,51
3429,,sponsorAge,51
3430,,sponsorAge,51
3431,,sponsorAge,51
3432,,sponsorAge,51
3433,,sponsorAge,51
3434,,sponsorAge,51
3435,,sponsorAge,51
3436,,sponsorAge,51
3437,,sponsorAge,51
3438,,sponsorAge,51
3439,,sponsorAge,51
3440,,sponsorAge,51
3441,,sponsorAge,51
3442,,sponsorAge,51
3443,,sponsorAge,51
3444,,sponsorAge,51
3445,,sponsorAge,51
3446,,sponsorAge,51
3447,,sponsorAge,51
3448,,sponsorAge,51
3449,,sponsorAge,51
3450,,sponsorAge,21
3452,,sponsorAge,29
3453,,sponsorAge,27
3456,,sponsorAge,31
3458,,sponsorAge,31
3460,,sponsorAge,27
3463,,sponsorAge,62
3464,,sponsorAge,40
3465,,sponsorAge,66
3466,,sponsorAge,29
3468,,sponsorAge,39
3469,,sponsorAge,70
3470,,sponsorAge,27
3474,,sponsorAge,86
3476,,sponsorAge,50
3477,,sponsorAge,40
3479,,sponsorAge,76
3482,,sponsorAge,47
3483,,sponsorAge,68
3485,,sponsorAge,36
3486,,sponsorAge,62
3487,,sponsorAge,47
3488,,sponsorAge,38
3493,,sponsorAge,42
3494,,sponsorAge,72
3495,,sponsorAge,53
3496,,sponsorAge,23
3498,,sponsorAge,21
3500,,sponsorAge,35
3501,,sponsorAge,61
3502,,sponsorAge,40
3503,,sponsorAge,64
3504,,sponsorAge,38
3505,,sponsorAge,55
3506,,sponsorAge,55
3507,,sponsorAge,49
3512,,sponsorAge,56
3513,,sponsorAge,66
3517,,sponsorAge,27
3522,,sponsorAge,48
3523,,sponsorAge,57
3524,,sponsorAge,49
3525,,sponsorAge,37
3526,,sponsorAge,53
3527,,sponsorAge,38
3530,,sponsorAge,30
3531,,sponsorAge,42
3532,,sponsorAge,27
3533,,sponsorAge,63
3534,,sponsorAge,30
3535,,sponsorAge,30
3536,,sponsorAge,48
3538,,sponsorAge,45
3542,,sponsorAge,36
3547,,sponsorAge,53
3548,,sponsorAge,57
3549,,sponsorAge,23
3550,,sponsorAge,39
3551,,sponsorAge,37
3554,,sponsorAge,33
3557,,sponsorAge,31
3558,,sponsorAge,55
3563,,sponsorAge,22
3564,,sponsorAge,57
3566,,sponsorAge,63
3572,,sponsorAge,38
3573,,sponsorAge,51
3576,,sponsorAge,53
3578,,sponsorAge,24
3579,,sponsorAge,39
3580,,sponsorAge,22
3581,,sponsorAge,50
3585,,sponsorAge,53
3590,,sponsorAge,26
3591,,sponsorAge,68
3593,,sponsorAge,57
3594,,sponsorAge,61
3596,,sponsorAge,55
3597,,sponsorAge,61
3598,,sponsorAge,37
3603,,sponsorAge,28
3608,,sponsorAge,49
3610,,sponsorAge,34
3612,,sponsorAge,42
3613,,sponsorAge,26
3614,,sponsorAge,33
3616,,sponsorAge,24
3617,,sponsorAge,20
3621,,sponsorAge,65
3622,,sponsorAge,39
3623,,sponsorAge,47
3624,,sponsorAge,47
3625,,sponsorAge,61
3630,,sponsorAge,48
3631,,sponsorAge,55
3632,,sponsorAge,35
3634,,sponsorAge,31
3635,,sponsorAge,36
3637,,sponsorAge,23
3639,,sponsorAge,33
3641,,sponsorAge,26
3642,,sponsorAge,40
3643,,sponsorAge,26
3645,,sponsorAge,26
3646,,sponsorAge,19
3647,,sponsorAge,54
3648,,sponsorAge,53
3649,,sponsorAge,48
3653,,sponsorAge,36
3655,,sponsorAge,44
3657,,sponsorAge,43
3658,,sponsorAge,23
3660,,sponsorAge,59
3661,,sponsorAge,22
3663,,sponsorAge,36
3664,,sponsorAge,50
3665,,sponsorAge,64
3668,,sponsorAge,34
3669,,sponsorAge,53
3670,,sponsorAge,67
3671,,sponsorAge,33
3674,,sponsorAge,76
3675,,sponsorAge,27
3676,,sponsorAge,57
3679,,sponsorAge,41
3683,,sponsorAge,65
3686,,sponsorAge,38
3690,,sponsorAge,26
3691,,sponsorAge,66
3692,,sponsorAge,48
3696,,sponsorAge,24
3699,,sponsorAge,27
3700,,sponsorAge,31
3702,,sponsorAge,34
3703,,sponsorAge,67
3704,,sponsorAge,59
3705,,sponsorAge,44
3707,,sponsorAge,71
3709,,sponsorAge,65
3711,,sponsorAge,54
3712,,sponsorAge,33
3714,,sponsorAge,55
3715,,sponsorAge,56
3716,,sponsorAge,34
3718,,sponsorAge,46
3722,,sponsorAge,30
3723,,sponsorAge,49
3725,,sponsorAge,44
3726,,sponsorAge,38
3727,,sponsorAge,31
3730,,sponsorAge,68
3731,,sponsorAge,48
3732,,sponsorAge,18
3733,,sponsorAge,29
3734,,sponsorAge,38
3735,,sponsorAge,45
3736,,sponsorAge,52
3739,,sponsorAge,42
3740,,sponsorAge,36
3741,,sponsorAge,58
3745,,sponsorAge,43
3746,,sponsorAge,30
3748,,sponsorAge,35
3749,,sponsorAge,50
3750,,sponsorAge,45
3754,,sponsorAge,20
3756,,sponsorAge,23
3757,,sponsorAge,61
3758,,sponsorAge,58
3759,,sponsorAge,36
3763,,sponsorAge,21
3764,,sponsorAge,59
3765,,sponsorAge,38
3766,,sponsorAge,47
3769,,sponsorAge,51
3770,,sponsorAge,51
3772,,sponsorAge,26
3773,,sponsorAge,50
3776,,sponsorAge,60
3781,,sponsorAge,34
3782,,sponsorAge,40
3783,,sponsorAge,49
3784,,sponsorAge,45
3786,,sponsorAge,55
3793,,sponsorAge,23
3798,,sponsorAge,46
3799,,sponsorAge,45
3801,,sponsorAge,50
3802,,sponsorAge,44
3803,,sponsorAge,25
3806,,sponsorAge,52
3808,,sponsorAge,54
3809,,sponsorAge,41
3810,,sponsorAge,29
3812,,sponsorAge,24
3813,,sponsorAge,22
3817,,sponsorAge,28
3818,,sponsorAge,30
3824,,sponsorAge,32
3834,,sponsorAge,42
3842,,sponsorAge,55
3844,,sponsorAge,51
3850,,sponsorAge,31
3852,,sponsorAge,20
3854,,sponsorAge,33
3855,,sponsorAge,46
3856,,sponsorAge,23
3857,,sponsorAge,46
3859,,sponsorAge,28
3860,,sponsorAge,59
3861,,sponsorAge,43
3867,,sponsorAge,47
3869,,sponsorAge,48
3870,,sponsorAge,47
3872,,sponsorAge,39
3876,,sponsorAge,49
3878,,sponsorAge,34
3881,,sponsorAge,34
3882,,sponsorAge,56
3884,,sponsorAge,58
3885,,sponsorAge,53
3888,,sponsorAge,51
3907,,sponsorAge,63
3908,,sponsorAge,25
3910,,sponsorAge,25
3912,,sponsorAge,32
3914,,sponsorAge,73
3917,,sponsorAge,47
3919,,sponsorAge,29
3920,,sponsorAge,59
3923,,sponsorAge,59
3924,,sponsorAge,27
3926,,sponsorAge,75
3929,,sponsorAge,72
3930,,sponsorAge,42
3932,,sponsorAge,29
3934,,sponsorAge,36
3935,,sponsorAge,25
3936,,sponsorAge,60
3938,,sponsorAge,27
3939,,sponsorAge,27
3940,,sponsorAge,23
3942,,sponsorAge,57
3947,,sponsorAge,65
3951,,sponsorAge,47
3952,,sponsorAge,27
3953,,sponsorAge,40
3954,,sponsorAge,58
3957,,sponsorAge,52
3959,,sponsorAge,27
3960,,sponsorAge,21
3961,,sponsorAge,57
3962,,sponsorAge,56
3966,,sponsorAge,30
3970,,sponsorAge,29
3971,,sponsorAge,42
3972,,sponsorAge,32
3973,,sponsorAge,65
3977,,sponsorAge,47
3979,,sponsorAge,43
3980,,sponsorAge,44
3986,,sponsorAge,22
3987,,sponsorAge,31
3989,,sponsorAge,23
3990,,sponsorAge,33
3995,,sponsorAge,25
3999,,sponsorAge,35
4000,,sponsorAge,25
4002,,sponsorAge,62
4003,,sponsorAge,31
4005,,sponsorAge,26
4007,,sponsorAge,34
4011,,sponsorAge,60
4013,,sponsorAge,50
4015,,sponsorAge,54
4017,,sponsorAge,55
4018,,sponsorAge,52
4020,,sponsorAge,22
4024,,sponsorAge,27
4031,,sponsorAge,48
4032,,sponsorAge,42
4033,,sponsorAge,67
4035,,sponsorAge,27
4037,,sponsorAge,31
4038,,sponsorAge,52
4042,,sponsorAge,31
4043,,sponsorAge,59
4045,,sponsorAge,23
4046,,sponsorAge,21
4048,,sponsorAge,59
4049,,sponsorAge,39
4052,,sponsorAge,60
4053,,sponsorAge,39
4054,,sponsorAge,34
4057,,sponsorAge,60
4059,,sponsorAge,60
4061,,sponsorAge,48
4062,,sponsorAge,34
4064,,sponsorAge,34
4066,,sponsorAge,38
4068,,sponsorAge,56
4069,,sponsorAge,49
4070,,sponsorAge,33
4071,,sponsorAge,42
4072,,sponsorAge,53
4073,,sponsorAge,65
4075,,sponsorAge,58
4076,,sponsorAge,38
4079,,sponsorAge,41
4080,,sponsorAge,45
4081,,sponsorAge,40
4082,,sponsorAge,60
4083,,sponsorAge,26
4084,,sponsorAge,40
4085,,sponsorAge,37
4086,,sponsorAge,36
4087,,sponsorAge,52
4090,,sponsorAge,48
4091,,sponsorAge,54
4092,,sponsorAge,30
4094,,sponsorAge,28
4096,,sponsorAge,39
4097,,sponsorAge,44
4098,,sponsorAge,67
4099,,sponsorAge,56
4100,,sponsorAge,49
4101,,sponsorAge,33
4103,,sponsorAge,36
4106,,sponsorAge,45
4107,,sponsorAge,40
4111,,sponsorAge,52
4112,,sponsorAge,44
4115,,sponsorAge,25
4116,,sponsorAge,34
4119,,sponsorAge,43
4121,,sponsorAge,18
4122,,sponsorAge,29
4125,,sponsorAge,66
4127,,sponsorAge,43
4129,,sponsorAge,21
4131,,sponsorAge,53
4132,,sponsorAge,24
4133,,sponsorAge,37
4135,,sponsorAge,35
4136,,sponsorAge,37
4138,,sponsorAge,48
4142,,sponsorAge,44
4144,,sponsorAge,42
4145,,sponsorAge,62
4148,,sponsorAge,50
4150,,sponsorAge,57
4151,,sponsorAge,32
4157,,sponsorAge,50
4160,,sponsorAge,26
4163,,sponsorAge,38
4164,,sponsorAge,30
4166,,sponsorAge,20
4168,,sponsorAge,47
4170,,sponsorAge,26
4171,,sponsorAge,51
4172,,sponsorAge,28
4173,,sponsorAge,62
4174,,sponsorAge,34
4176,,sponsorAge,54
4177,,sponsorAge,71
4178,,sponsorAge,39
4180,,sponsorAge,38
4181,,sponsorAge,61
4183,,sponsorAge,46
4184,,sponsorAge,51
4185,,sponsorAge,46
4186,,sponsorAge,24
4187,,sponsorAge,26
4188,,sponsorAge,26
4191,,sponsorAge,33
4193,,sponsorAge,46
4194,,sponsorAge,43
4195,,sponsorAge,55
4196,,sponsorAge,38
4198,,sponsorAge,31
4199,,sponsorAge,19
4200,,sponsorAge,45
4203,,sponsorAge,20
4205,,sponsorAge,53
4212,,sponsorAge,56
4215,,sponsorAge,51
4216,,sponsorAge,54
4217,,sponsorAge,56
4219,,sponsorAge,42
4221,,sponsorAge,29
4223,,sponsorAge,40
4224,,sponsorAge,61
4227,,sponsorAge,61
4230,,sponsorAge,50
4231,,sponsorAge,42
4232,,sponsorAge,59
4233,,sponsorAge,77
4235,,sponsorAge,39
4240,,sponsorAge,25
4241,,sponsorAge,32
4242,,sponsorAge,35
4243,,sponsorAge,26
4244,,sponsorAge,21
4245,,sponsorAge,51
4246,,sponsorAge,34
4247,,sponsorAge,53
4248,,sponsorAge,30
4249,,sponsorAge,47
4254,,sponsorAge,59
4255,,sponsorAge,33
4256,,sponsorAge,21
4258,,sponsorAge,49
4260,,sponsorAge,65
4263,,sponsorAge,31
4266,,sponsorAge,47
4267,,sponsorAge,57
4268,,sponsorAge,39
4269,,sponsorAge,62
4271,,sponsorAge,27
4272,,sponsorAge,47
4273,,sponsorAge,38
4274,,sponsorAge,22
4277,,sponsorAge,32
4278,,sponsorAge,46
4282,,sponsorAge,29
4283,,sponsorAge,51
4284,,sponsorAge,56
4285,,sponsorAge,51
4286,,sponsorAge,27
4287,,sponsorAge,54
4288,,sponsorAge,55
4289,,sponsorAge,41
4291,,sponsorAge,42
4293,,sponsorAge,33
4296,,sponsorAge,33
4297,,sponsorAge,30
4299,,sponsorAge,36
4300,,sponsorAge,51
4302,,sponsorAge,48
4304,,sponsorAge,36
4306,,sponsorAge,23
4308,,sponsorAge,28
4310,,sponsorAge,32
4312,,sponsorAge,27
4313,,sponsorAge,36
4315,,sponsorAge,44
4319,,sponsorAge,33
4320,,sponsorAge,43
4323,,sponsorAge,36
4324,,sponsorAge,39
4325,,sponsorAge,43
4327,,sponsorAge,29
4328,,sponsorAge,67
4329,,sponsorAge,43
4330,,sponsorAge,61
4331,,sponsorAge,32
4333,,sponsorAge,60
4334,,sponsorAge,72
4335,,sponsorAge,30
4336,,sponsorAge,38
4337,,sponsorAge,30
4340,,sponsorAge,48
4341,,sponsorAge,52
4342,,sponsorAge,25
4346,,sponsorAge,29
4347,,sponsorAge,27
4348,,sponsorAge,61
4349,,sponsorAge,50
4350,,sponsorAge,41
4351,,sponsorAge,43
4352,,sponsorAge,33
4353,,sponsorAge,34
4359,,sponsorAge,22
4360,,sponsorAge,24
4361,,sponsorAge,26
4362,,sponsorAge,44
4363,,sponsorAge,54
4364,,sponsorAge,53
4365,,sponsorAge,42
4367,,sponsorAge,51
4370,,sponsorAge,60
4371,,sponsorAge,20
4372,,sponsorAge,32
4373,,sponsorAge,43
4374,,sponsorAge,78
4375,,sponsorAge,26
4377,,sponsorAge,29
4382,,sponsorAge,43
4384,,sponsorAge,51
4386,,sponsorAge,59
4390,,sponsorAge,47
4395,,sponsorAge,26
4396,,sponsorAge,36
4397,,sponsorAge,28
4398,,sponsorAge,29
4399,,sponsorAge,29
4400,,sponsorAge,29
4401,,sponsorAge,29
4402,,sponsorAge,29
4403,,sponsorAge,29
4404,,sponsorAge,29
4405,,sponsorAge,29
4406,,sponsorAge,27
4407,,sponsorAge,32
4408,,sponsorAge,54
4409,,sponsorAge,49
4410,,sponsorAge,29
4411,,sponsorAge,31
4414,,sponsorAge,33
4415,,sponsorAge,59
4418,,sponsorAge,51
4420,,sponsorAge,66
4424,,sponsorAge,45
4425,,sponsorAge,19
4427,,sponsorAge,32
4429,,sponsorAge,47
4430,,sponsorAge,24
4432,,sponsorAge,29
4433,,sponsorAge,47
4434,,sponsorAge,57
4435,,sponsorAge,19
4437,,sponsorAge,33
4438,,sponsorAge,52
4440,,sponsorAge,42
4441,,sponsorAge,32
4443,,sponsorAge,52
4444,,sponsorAge,22
4446,,sponsorAge,48
4447,,sponsorAge,37
4448,,sponsorAge,46
4449,,sponsorAge,69
4451,,sponsorAge,64
4453,,sponsorAge,44
4454,,sponsorAge,36
4456,,sponsorAge,54
4458,,sponsorAge,46
4460,,sponsorAge,75
4461,,sponsorAge,24
4462,,sponsorAge,29
4463,,sponsorAge,59
4466,,sponsorAge,23
4467,,sponsorAge,50
4468,,sponsorAge,23
4474,,sponsorAge,51
4476,,sponsorAge,21
4477,,sponsorAge,44
4478,,sponsorAge,73
4479,,sponsorAge,48
4480,,sponsorAge,36
4481,,sponsorAge,48
4487,,sponsorAge,41
4491,,sponsorAge,66
4492,,sponsorAge,53
4493,,sponsorAge,33
4495,,sponsorAge,69
4497,,sponsorAge,20
4498,,sponsorAge,53
4499,,sponsorAge,45
4500,,sponsorAge,28
4501,,sponsorAge,40
4502,,sponsorAge,56
4503,,sponsorAge,42
4508,,sponsorAge,62
4509,,sponsorAge,49
4510,,sponsorAge,44
4511,,sponsorAge,65
4513,,sponsorAge,59
4514,,sponsorAge,69
4515,,sponsorAge,43
4516,,sponsorAge,27
4517,,sponsorAge,52
4518,,sponsorAge,52
4519,,sponsorAge,52
4520,,sponsorAge,52
4521,,sponsorAge,48
4522,,sponsorAge,65
4523,,sponsorAge,61
4527,,sponsorAge,31
4528,,sponsorAge,35
4529,,sponsorAge,31
4532,,sponsorAge,26
4536,,sponsorAge,31
4537,,sponsorAge,51
4538,,sponsorAge,31
4541,,sponsorAge,45
4542,,sponsorAge,64
4543,,sponsorAge,29
4544,,sponsorAge,67
4545,,sponsorAge,29
4548,,sponsorAge,50
4549,,sponsorAge,25
4550,,sponsorAge,42
4551,,sponsorAge,49
4554,,sponsorAge,45
4556,,sponsorAge,39
4559,,sponsorAge,51
4561,,sponsorAge,70
4562,,sponsorAge,41
4563,,sponsorAge,43
4564,,sponsorAge,25
4566,,sponsorAge,67
4567,,sponsorAge,22
4568,,sponsorAge,20
4569,,sponsorAge,27
4574,,sponsorAge,65
4575,,sponsorAge,24
4576,,sponsorAge,51
4577,,sponsorAge,27
4581,,sponsorAge,35
4582,,sponsorAge,20
4585,,sponsorAge,67
4586,,sponsorAge,31
4587,,sponsorAge,56
4590,,sponsorAge,51
4591,,sponsorAge,27
4594,,sponsorAge,26
4595,,sponsorAge,35
4596,,sponsorAge,54
4598,,sponsorAge,61
4605,,sponsorAge,36
4607,,sponsorAge,50
4609,,sponsorAge,52
4610,,sponsorAge,35
4611,,sponsorAge,24
4613,,sponsorAge,29
4614,,sponsorAge,27
4615,,sponsorAge,41
4617,,sponsorAge,53
4618,,sponsorAge,55
4620,,sponsorAge,25
4621,,sponsorAge,37
4622,,sponsorAge,27
4623,,sponsorAge,60
4624,,sponsorAge,24
4625,,sponsorAge,53
4626,,sponsorAge,26
4629,,sponsorAge,47
4630,,sponsorAge,41
4634,,sponsorAge,30
4638,,sponsorAge,22
4639,,sponsorAge,31
4643,,sponsorAge,41
4644,,sponsorAge,43
4645,,sponsorAge,33
4647,,sponsorAge,52
4648,,sponsorAge,52
4651,,sponsorAge,30
4653,,sponsorAge,31
4655,,sponsorAge,70
4658,,sponsorAge,38
4659,,sponsorAge,34
4661,,sponsorAge,41
4663,,sponsorAge,24
4664,,sponsorAge,44
4666,,sponsorAge,50
4667,,sponsorAge,47
4668,,sponsorAge,28
4669,,sponsorAge,53
4670,,sponsorAge,39
4671,,sponsorAge,46
4672,,sponsorAge,45
4673,,sponsorAge,63
4675,,sponsorAge,30
4676,,sponsorAge,59
4677,,sponsorAge,34
4679,,sponsorAge,24
4680,,sponsorAge,41
4683,,sponsorAge,32
4684,,sponsorAge,56
4685,,sponsorAge,37
4688,,sponsorAge,50
4689,,sponsorAge,25
4690,,sponsorAge,29
4692,,sponsorAge,45
4693,,sponsorAge,34
4694,,sponsorAge,53
4696,,sponsorAge,58
4699,,sponsorAge,48
4700,,sponsorAge,84
4702,,sponsorAge,27
4703,,sponsorAge,20
4704,,sponsorAge,20
4705,,sponsorAge,29
4706,,sponsorAge,44
4708,,sponsorAge,34
4710,,sponsorAge,32
4711,,sponsorAge,45
4713,,sponsorAge,53
4719,,sponsorAge,26
4720,,sponsorAge,27
4721,,sponsorAge,47
4722,,sponsorAge,31
4724,,sponsorAge,50
4727,,sponsorAge,34
4728,,sponsorAge,47
4732,,sponsorAge,65
4734,,sponsorAge,45
4735,,sponsorAge,54
4737,,sponsorAge,47
4741,,sponsorAge,37
4742,,sponsorAge,61
4744,,sponsorAge,41
4747,,sponsorAge,20
4750,,sponsorAge,24
4751,,sponsorAge,22
4752,,sponsorAge,43
4753,,sponsorAge,73
4755,,sponsorAge,69
4756,,sponsorAge,49
4759,,sponsorAge,71
4760,,sponsorAge,65
4762,,sponsorAge,40
4763,,sponsorAge,30
4764,,sponsorAge,44
4765,,sponsorAge,39
4770,,sponsorAge,22
4771,,sponsorAge,65
4772,,sponsorAge,33
4773,,sponsorAge,56
4777,,sponsorAge,36
4779,,sponsorAge,74
4781,,sponsorAge,28
4783,,sponsorAge,58
4785,,sponsorAge,81
4786,,sponsorAge,41
4787,,sponsorAge,29
4791,,sponsorAge,43
4792,,sponsorAge,45
4793,,sponsorAge,25
4798,,sponsorAge,26
4799,,sponsorAge,47
4802,,sponsorAge,49
4809,,sponsorAge,48
4810,,sponsorAge,58
4811,,sponsorAge,29
4812,,sponsorAge,30
4813,,sponsorAge,33
4814,,sponsorAge,55
4815,,sponsorAge,38
4816,,sponsorAge,31
4817,,sponsorAge,37
4818,,sponsorAge,73
4819,,sponsorAge,32
4821,,sponsorAge,38
4822,,sponsorAge,21
4824,,sponsorAge,50
4825,,sponsorAge,63
4826,,sponsorAge,66
4828,,sponsorAge,48
4829,,sponsorAge,34
4830,,sponsorAge,38
4832,,sponsorAge,48
4833,,sponsorAge,18
4834,,sponsorAge,49
4835,,sponsorAge,28
4836,,sponsorAge,34
4838,,sponsorAge,30
4839,,sponsorAge,55
4842,,sponsorAge,42
4846,,sponsorAge,32
4847,,sponsorAge,42
4850,,sponsorAge,54
4851,,sponsorAge,33
4853,,sponsorAge,50
4855,,sponsorAge,27
4860,,sponsorAge,31
4861,,sponsorAge,32
4862,,sponsorAge,21
4864,,sponsorAge,28
4866,,sponsorAge,35
4869,,sponsorAge,46
4870,,sponsorAge,68
4872,,sponsorAge,54
4873,,sponsorAge,54
4875,,sponsorAge,50
4876,,sponsorAge,38
4878,,sponsorAge,42
4882,,sponsorAge,67
4886,,sponsorAge,27
4887,,sponsorAge,58
4889,,sponsorAge,39
4891,,sponsorAge,42
4893,,sponsorAge,34
4894,,sponsorAge,31
4895,,sponsorAge,47
4896,,sponsorAge,49
4897,,sponsorAge,52
4898,,sponsorAge,56
4899,,sponsorAge,38
4900,,sponsorAge,23
4901,,sponsorAge,64
4902,,sponsorAge,26
4904,,sponsorAge,25
4905,,sponsorAge,31
4908,,sponsorAge,30
4910,,sponsorAge,32
4912,,sponsorAge,49
4913,,sponsorAge,65
4914,,sponsorAge,57
4915,,sponsorAge,44
4916,,sponsorAge,57
4918,,sponsorAge,56
4923,,sponsorAge,56
4925,,sponsorAge,40
4928,,sponsorAge,67
4930,,sponsorAge,60
4931,,sponsorAge,60
